SNO,Protein A,Protein B,UniProtID A,UniProtID B,PDB ID A,PDB ID B
2098,CCL3,CCL4,M4IS88,M4IQQ5,No 3D Structure,No 3D Structure
2099,SDHB,UQCRC2,O44074,P22695,"3VR8, 3VR9, 3VRA, 3VRB, 4YSX, 4YSY, 4YSZ, 4YT0, 4YTM, 4YTN, 5C2T, 5C3J","5XTE, 5XTH, 5XTI"
2100,SRSF3,SRSF7,P84103,Q8BL97,"2I2Y, 2I38, 9ASQ",No 3D Structure
2101,PARK7,SOD1,Q5XJ36,P15107,No 3D Structure,1XSO
2102,MRPL2,MRPL19,Q5T653,P49406,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIS, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
2103,SUCLG1,OGDH,P53597,Q02218,"6G4Q, 6WCV, 7MSR, 7MSS, 7MST, 8Z02, 8Z03","3ERY, 7WGR, 8I0K"
2104,HSP90AA1,HSP90AB1,A5A6K9,P08238,No 3D Structure,"1QZ2, 1UYM, 2L6J, 3FWV, 3NMQ, 3PRY, 3UQ3, 5FWK, 5FWL, 5FWM, 5FWP, 5UC4, 5UCH, 5UCI, 5UCJ, 6N8W, 6N8Y, 7ULJ, 7Z37, 7Z38, 7ZR0, 7ZR5, 7ZR6, 7ZUB, 8EOA, 8EOB, 8GAE, 8GFT, 8QMO"
2105,UQCRC2,NDUFA9,P22695,Q16795,"5XTE, 5XTH, 5XTI","5XTB, 5XTD, 5XTH, 5XTI"
2106,SRSF1,TRA2B,Q6PDM2,Q3ZBT6,1X4C,No 3D Structure
2107,SRSF1,SRSF7,Q6PDM2,Q8BL97,1X4C,No 3D Structure
2108,MRPL2,MRPS5,Q5T653,P82675,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2"
2109,MRPL32,MRPL40,Q9BYC8,Q9NQ50,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
2110,HNRNPA1,TARDBP,P09651,Q13148,"1HA1, 1L3K, 1PGZ, 1PO6, 1U1K, 1U1L, 1U1M, 1U1N, 1U1O, 1U1P, 1U1Q, 1U1R, 1UP1, 2H4M, 2LYV, 2UP1, 4YOE, 5MPG, 5MPL, 5ZGD, 5ZGL, 6BXX, 6DCL, 6J60, 7BX7, 7ZJ2, 8IK7, 8IKB, 8IKP, 8IKS, 8RZV, 8X0N, 9F1S, 9F4D, 9F4G, 9F4H, 9F4J, 9F4K, 9F4L, 9F4N, 9F4O, 9F4P, 9F4Q, 9F4R, 9F4S, 9F4T, 9F4U, 9F4V, 9F4W, 9F4X, 9F4Y, 9F4Z, 9F50, 9F51, 9F52, 9F53, 9F54, 9F55, 9F5C, 9F5D, 9F5E, 9F5F, 9F5G, 9F5K, 9F7F, 9F7H, 9GEA, 9GPJ, 9HQ9, 9HQJ, 9HQL","1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR"
2111,HNRNPK,PTBP1,P61979,P26599,No 3D Structure,"1QM9, 1SJQ, 1SJR, 2AD9, 2ADB, 2ADC, 2EVZ, 2N3O, 3ZZY, 3ZZZ, 8BGF, 8BWF"
2112,SDHA,SUCLG2,P31040,Q96I99,"6VAX, 8DYD, 8DYE, 8GS8","6WCV, 7MSR, 7MSS, 7MST, 8Z02, 8Z03"
2113,SRSF1,U2AF1,Q6PDM2,Q01081,1X4C,1JMT
2114,MRPS12,MRPL13,O15235,Q9BYD1,"3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
2115,MRPS12,MRPL41,O15235,Q8IXM3,"3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
2116,SDHB,SUCLA2,O44074,Q9P2R7,"3VR8, 3VR9, 3VRA, 3VRB, 4YSX, 4YSY, 4YSZ, 4YT0, 4YTM, 4YTN, 5C2T, 5C3J",6G4Q
2117,RBM14,SFPQ,Q8C2Q3,Q8VIJ6,No 3D Structure,No 3D Structure
2118,MRPS12,MRPL23,O15235,Q16540,"3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
2119,MRPL46,MRPL17,Q9H2W6,Q9NRX2,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","2CQM, 3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
2120,MRPL2,MRPL3,Q5T653,P09001,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
2121,MRPL3,MRPL16,P09001,Q9NX20,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3IY9, 3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
2122,MRPL2,MRPL46,Q5T653,Q9H2W6,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
2123,MRPL3,MRPL46,P09001,Q9H2W6,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
2124,MRPL27,MRPL40,Q9P0M9,Q9NQ50,"3IY9, 3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
2125,MRPL41,MRPL32,Q8IXM3,Q9BYC8,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
2126,MRPL23,MRPL22,Q16540,Q9NWU5,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 5OOL, 5OOM, 6NU2, 6NU3, 6ZM5, 6ZM6, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
